206;4;3
206;19;4
206;20;5
206;21;6
206;22;7
206;23;8
206;29;9
206;28;10
206;8;11
206;7;12
206;6;13
208;2;1
208;3;2
208;4;3
208;19;4
208;20;5
208;21;6
208;29;7
208;28;8
208;8;9
208;7;10
208;6;11
208;9;12
239;2;1
239;3;2
239;4;3
239;19;4
239;20;5
239;21;6
239;40;7
239;39;8
239;11;9
239;10;10
239;9;11
239;8;12
239;7;13
239;6;14
239;27;15
239;26;16
262;3;1
262;2;2
262;4;3
262;5;4
262;6;5
262;7;6
262;8;7
262;9;8
262;10;9
262;11;10
276;3;1
276;4;2
276;5;3
276;6;4
276;7;5
276;8;6
276;9;7
276;10;8
276;11;9
276;39;10
276;40;11
276;21;12
276;20;13
276;22;14
301;3;1
301;4;2
301;5;3
301;6;4
301;7;5
301;8;6
301;28;7
301;29;8
301;21;9
301;22;10
301;23;11
301;30;12
301;31;13
301;32;14
313;3;1
313;4;2
313;5;3
313;6;4
313;7;5
313;8;6
313;28;7
313;29;8
313;21;9
313;40;10
313;39;11
313;11;12
313;12;13
313;13;14
313;14;15
313;38;16
315;3;1
315;4;2
315;5;3
315;6;4
315;7;5
315;8;6
315;28;7
315;29;8
315;21;9
315;40;10
315;39;11
315;11;12
315;12;13
315;13;14
315;14;15
315;38;16
315;37;17
315;36;18
339;3;1
339;4;2
339;19;3
339;20;4
339;21;5
339;29;6
339;28;7
339;8;8
339;7;9
339;6;10
339;9;11
339;10;12
339;11;13
339;12;14
339;13;15
339;14;16
369;3;1
369;4;2
369;19;3
369;20;4
369;21;5
369;40;6
369;39;7
369;11;8
369;10;9
369;9;10
369;8;11
369;28;12
369;12;13
376;3;1
376;4;2
376;19;3
376;20;4
376;21;5
376;40;6
376;39;7
376;11;8
376;12;9
376;13;10
376;14;11
376;38;12
376;37;13
376;36;14
376;35;15
380;4;1
380;3;2
380;2;3
384;4;1
384;3;2
384;2;3
384;5;4
384;6;5
384;7;6
387;4;1
387;3;2
387;2;3
387;5;4
387;6;5
387;7;6
387;8;7
387;9;8
387;10;9
397;4;1
397;5;2
397;6;3
397;7;4
397;8;5
397;9;6
397;10;7
397;11;8
397;38;9
397;37;10
397;36;11
397;39;12
410;4;1
410;5;2
410;6;3
410;7;4
410;8;5
410;9;6
410;10;7
410;11;8
410;39;9
410;40;10
410;21;11
410;29;12
410;30;13
410;31;14
410;32;15
410;33;16
422;4;1
422;5;2
422;6;3
422;7;4
422;8;5
422;28;6
422;29;7
422;21;8
422;20;9
422;22;10
424;4;1
424;5;2
424;6;3
424;7;4
424;8;5
424;28;6
424;29;7
424;21;8
424;20;9
424;22;10
424;23;11
424;24;12
427;4;1
427;5;2
427;6;3
427;7;4
427;8;5
427;28;6
427;29;7
427;21;8
427;22;9
427;23;10
427;30;11
427;31;12
427;32;13
431;4;1
431;5;2
431;6;3
431;7;4
431;8;5
431;28;6
431;29;7
431;21;8
431;30;9
431;31;10
431;32;11
431;33;12
431;40;13
431;39;14
455;4;1
455;19;2
455;20;3
455;21;4
455;22;5
455;23;6
455;29;7
455;28;8
467;4;1
467;19;2
467;20;3
467;21;4
467;29;5
467;28;6
467;8;7
467;9;8
467;10;9
467;11;10
467;12;11
467;13;12
467;14;13
467;38;14
468;4;1
468;19;2
468;20;3
468;21;4
468;29;5
468;28;6
468;8;7
468;9;8
468;10;9
468;11;10
468;12;11
468;13;12
468;14;13
468;38;14
468;37;15
477;4;1
477;19;2
477;20;3
477;21;4
477;29;5
477;28;6
477;8;7
477;27;8
477;26;9
477;30;10
477;31;11
483;4;1
483;19;2
483;20;3
483;21;4
483;30;5
483;31;6
483;32;7
483;33;8
483;40;9
483;39;10
483;11;11
487;4;1
487;19;2
487;20;3
487;21;4
487;30;5
487;31;6
487;32;7
487;33;8
487;40;9
487;39;10
487;11;11
487;10;12
487;9;13
487;8;14
487;7;15
488;4;1
488;19;2
488;20;3
488;21;4
488;30;5
488;31;6
488;32;7
488;33;8
488;40;9
488;39;10
488;11;11
488;10;12
488;9;13
488;8;14
488;7;15
488;6;16
495;4;1
495;19;2
495;20;3
495;21;4
495;40;5
495;39;6
495;11;7
495;10;8
495;9;9
495;8;10
495;28;11
495;12;12
497;4;1
497;19;2
497;20;3
497;21;4
497;40;5
497;39;6
497;11;7
497;10;8
497;9;9
497;8;10
497;28;11
497;12;12
497;13;13
497;14;14
516;5;1
516;4;2
516;18;3
516;17;4
516;19;5
516;20;6
516;21;7
516;22;8
516;23;9
519;5;1
519;4;2
519;19;3
519;20;4
519;21;5
519;22;6
519;23;7
519;29;8
519;28;9
536;5;1
536;4;2
536;19;3
536;20;4
536;21;5
536;29;6
536;28;7
536;8;8
536;9;9
536;10;10
536;11;11
536;39;12
536;27;13
542;5;1
542;4;2
542;19;3
542;20;4
542;21;5
542;29;6
542;28;7
542;8;8
542;27;9
542;26;10
542;30;11
542;31;12
542;32;13
542;33;14
554;5;1
554;4;2
554;19;3
554;20;4
554;21;5
554;40;6
554;39;7
554;11;8
554;10;9
554;9;10
554;8;11
554;7;12
554;27;13
554;26;14
554;25;15
580;5;1
580;6;2
580;7;3
580;8;4
580;9;5
580;10;6
580;11;7
580;12;8
580;13;9
580;14;10
580;38;11
580;37;12
580;36;13
580;35;14
590;5;1
590;6;2
590;7;3
590;8;4
590;9;5
590;10;6
590;11;7
590;39;8
590;40;9
590;21;10
590;20;11
590;19;12
590;4;13
590;3;14
590;2;15
590;18;16
634;5;1
634;6;2
634;7;3
634;8;4
634;28;5
634;29;6
634;21;7
634;40;8
634;39;9
634;11;10
634;10;11
634;12;12
634;13;13
635;5;1
635;6;2
635;7;3
635;8;4
635;28;5
635;29;6
635;21;7
635;40;8
635;39;9
635;11;10
635;10;11
635;12;12
635;13;13
635;14;14
637;5;1
637;6;2
637;7;3
637;8;4
637;28;5
637;29;6
637;21;7
637;40;8
637;39;9
637;11;10
637;12;11
637;13;12
637;14;13
637;38;14
649;6;1
649;5;2
649;4;3
649;3;4
649;2;5
649;18;6
649;17;7
655;6;1
655;5;2
655;4;3
655;18;4
655;17;5
655;19;6
655;20;7
655;21;8
655;22;9
655;23;10
683;6;1
683;5;2
683;4;3
683;19;4
683;20;5
683;21;6
683;30;7
683;31;8
683;32;9
683;33;10
683;40;11
683;39;12
684;6;1
684;5;2
684;4;3
684;19;4
684;20;5
684;21;6
684;30;7
684;31;8
684;32;9
684;33;10
684;40;11
684;39;12
684;11;13
685;6;1
685;5;2
685;4;3
685;19;4
685;20;5
685;21;6
685;30;7
685;31;8
685;32;9
685;33;10
685;40;11
685;39;12
685;11;13
685;10;14
689;6;1
689;5;2
689;4;3
689;19;4
689;20;5
689;21;6
689;40;7
689;39;8
689;11;9
689;10;10
689;9;11
689;8;12
689;27;13
690;6;1
690;5;2
690;4;3
690;19;4
690;20;5
690;21;6
690;40;7
690;39;8
690;11;9
690;10;10
690;9;11
690;8;12
690;27;13
690;26;14
695;6;1
695;5;2
695;4;3
695;19;4
695;20;5
695;21;6
695;40;7
695;39;8
695;11;9
695;10;10
695;9;11
695;8;12
695;28;13
695;12;14
695;13;15
696;6;1
696;5;2
696;4;3
696;19;4
696;20;5
696;21;6
696;40;7
696;39;8
696;11;9
696;10;10
696;9;11
696;8;12
696;28;13
696;12;14
696;13;15
696;14;16
714;6;1
714;7;2
714;8;3
714;9;4
714;10;5
714;11;6
714;12;7
714;13;8
714;14;9
714;38;10
714;37;11
728;6;1
728;7;2
728;8;3
728;9;4
728;10;5
728;11;6
728;39;7
728;40;8
728;21;9
728;20;10
728;19;11
728;4;12
728;18;13
728;17;14
732;6;1
732;7;2
732;8;3
732;9;4
732;10;5
732;11;6
732;39;7
732;40;8
732;21;9
732;20;10
732;19;11
732;4;12
732;18;13
732;17;14
732;22;15
732;23;16
732;24;17
734;6;1
734;7;2
734;8;3
734;9;4
734;10;5
734;11;6
734;39;7
734;40;8
734;21;9
734;22;10
734;23;11
734;29;12
734;28;13
741;6;1
741;7;2
741;8;3
741;9;4
741;10;5
741;11;6
741;39;7
741;40;8
741;21;9
741;30;10
741;31;11
741;32;12
741;33;13
741;41;14
741;42;15
745;6;1
745;7;2
745;8;3
745;27;4
745;26;5
745;28;6
746;6;1
746;7;2
746;8;3
746;27;4
746;26;5
746;28;6
746;29;7
747;6;1
747;7;2
747;8;3
747;27;4
747;26;5
747;28;6
747;29;7
747;21;8
753;6;1
753;7;2
753;8;3
753;27;4
753;26;5
753;28;6
753;29;7
753;21;8
753;20;9
753;19;10
753;4;11
753;3;12
753;2;13
753;1;14
761;6;1
761;7;2
761;8;3
761;28;4
761;29;5
761;21;6
761;22;7
761;23;8
761;30;9
768;6;1
768;7;2
768;8;3
768;28;4
768;29;5
768;21;6
768;30;7
768;31;8
768;32;9
768;33;10
768;40;11
768;39;12
768;11;13
771;6;1
771;7;2
771;8;3
771;28;4
771;29;5
771;21;6
771;40;7
771;39;8
771;11;9
771;10;10
771;12;11
795;7;1
795;6;2
795;5;3
795;4;4
795;18;5
795;17;6
795;19;7
795;20;8
795;21;9
795;22;10
795;23;11
795;24;12
823;7;1
823;6;2
823;5;3
823;4;4
823;19;5
823;20;6
823;21;7
823;30;8
823;31;9
823;32;10
823;33;11
823;40;12
823;39;13
823;11;14
823;10;15
824;7;1
824;6;2
824;5;3
824;4;4
824;19;5
824;20;6
824;21;7
824;30;8
824;31;9
824;32;10
824;33;11
824;40;12
824;39;13
824;11;14
824;10;15
824;9;16
835;7;1
835;6;2
835;5;3
835;4;4
835;19;5
835;20;6
835;21;7
835;40;8
835;39;9
835;11;10
835;12;11
835;13;12
835;14;13
835;38;14
842;7;1
842;6;2
842;5;3
842;4;4
842;19;5
842;20;6
842;21;7
842;41;8
842;8;9
842;9;10
866;7;1
866;8;2
866;9;3
866;10;4
866;11;5
866;39;6
866;40;7
866;21;8
866;20;9
866;19;10
866;4;11
866;5;12
866;18;13
866;17;14
866;16;15
869;7;1
869;8;2
869;9;3
869;10;4
869;11;5
869;39;6
869;40;7
869;21;8
869;20;9
869;19;10
869;4;11
869;18;12
869;17;13
869;22;14
869;23;15
869;24;16
872;7;1
872;8;2
872;9;3
872;10;4
872;11;5
872;39;6
872;40;7
872;21;8
872;29;9
872;30;10
906;7;1
906;8;2
906;28;3
906;29;4
906;21;5
906;30;6
906;31;7
906;32;8
906;33;9
906;40;10
906;39;11
906;11;12
916;7;1
916;8;2
916;28;3
916;29;4
916;21;5
916;40;6
916;39;7
916;11;8
916;12;9
916;13;10
916;14;11
916;38;12
916;37;13
916;36;14
916;35;15
923;8;1
923;7;2
923;6;3
923;5;4
923;4;5
923;3;6
964;8;1
964;9;2
964;10;3
964;11;4
964;12;5
964;13;6
964;14;7
964;38;8
981;8;1
981;9;2
981;10;3
981;11;4
981;39;5
981;40;6
981;21;7
981;20;8
981;19;9
981;4;10
981;5;11
981;6;12
981;18;13
981;17;14
983;8;1
983;9;2
983;10;3
983;11;4
983;39;5
983;40;6
983;21;7
983;20;8
983;19;9
983;4;10
983;18;11
983;17;12
983;22;13
989;8;1
989;9;2
989;10;3
989;11;4
989;39;5
989;40;6
989;21;7
989;29;8
989;30;9
989;31;10
992;8;1
992;9;2
992;10;3
992;11;4
992;39;5
992;40;6
992;21;7
992;29;8
992;30;9
992;31;10
992;32;11
992;33;12
992;34;13
998;8;1
998;27;2
998;26;3
998;28;4
1002;8;1
1002;27;2
1002;26;3
1002;28;4
1002;29;5
1002;21;6
1002;20;7
1002;19;8
1008;8;1
1008;28;2
1008;29;3
1008;21;4
1008;20;5
1008;19;6
1008;4;7
1008;3;8
1008;2;9
1008;5;10
1008;6;11
1013;8;1
1013;28;2
1013;29;3
1013;21;4
1013;20;5
1013;19;6
1013;4;7
1013;18;8
1013;17;9
1013;22;10
1022;8;1
1022;28;2
1022;29;3
1022;21;4
1022;30;5
1022;31;6
1022;32;7
1022;33;8
1022;40;9
1022;39;10
1029;8;1
1029;28;2
1029;29;3
1029;21;4
1029;40;5
1029;39;6
1029;11;7
1029;10;8
1029;12;9
1029;13;10
1029;14;11
1029;15;12
1033;8;1
1033;28;2
1033;29;3
1033;21;4
1033;40;5
1033;39;6
1033;11;7
1033;12;8
1033;13;9
1033;14;10
1033;38;11
1033;37;12
1033;36;13
1033;35;14
1035;8;1
1035;28;2
1035;29;3
1035;21;4
1035;40;5
1035;39;6
1035;11;7
1035;38;8
1035;37;9
1035;36;10
1035;41;11
1035;42;12
1041;9;1
1041;8;2
1041;7;3
1041;6;4
1041;5;5
1041;4;6
1041;3;7
1044;9;1
1044;8;2
1044;7;3
1044;6;4
1044;5;5
1044;4;6
1044;3;7
1044;2;8
1044;18;9
1049;9;1
1049;8;2
1049;7;3
1049;6;4
1049;5;5
1049;4;6
1049;18;7
1049;17;8
1049;19;9
1049;20;10
1049;21;11
1070;9;1
1070;8;2
1070;7;3
1070;6;4
1070;5;5
1070;4;6
1070;19;7
1070;20;8
1070;21;9
1070;40;10
1070;39;11
1070;11;12
1070;12;13
1070;13;14
1070;14;15
1070;38;16
1070;37;17
1070;36;18
1081;9;1
1081;8;2
1081;27;3
1081;26;4
1081;28;5
1081;29;6
1081;21;7
1081;20;8
1081;19;9
1088;9;1
1088;8;2
1088;28;3
1088;29;4
1088;21;5
1088;20;6
1088;19;7
1088;4;8
1088;3;9
1088;2;10
1088;5;11
1088;6;12
1088;7;13
1091;9;1
1091;8;2
1091;28;3
1091;29;4
1091;21;5
1091;20;6
1091;19;7
1091;4;8
1091;5;9
1091;6;10
1091;18;11
1091;17;12
1091;16;13
1095;9;1
1095;8;2
1095;28;3
1095;29;4
1095;21;5
1095;22;6
1095;23;7
1095;30;8
1110;9;1
1110;8;2
1110;28;3
1110;29;4
1110;21;5
1110;40;6
1110;39;7
1110;11;8
1110;12;9
1110;13;10
1110;14;11
1110;38;12
1110;37;13
1110;36;14
1112;9;1
1112;8;2
1112;28;3
1112;29;4
1112;21;5
1112;40;6
1112;39;7
1112;11;8
1112;38;9
1112;37;10
1112;36;11
1112;41;12
1113;9;1
1113;8;2
1113;28;3
1113;29;4
1113;21;5
1113;40;6
1113;39;7
1113;11;8
1113;38;9
1113;37;10
1113;36;11
1113;41;12
1113;42;13
1125;9;1
1125;10;2
1125;11;3
1125;38;4
1125;37;5
1125;36;6
1125;39;7
1125;40;8
1126;9;1
1126;10;2
1126;11;3
1126;38;4
1126;37;5
1126;36;6
1126;39;7
1126;40;8
1126;21;9
1128;9;1
1128;10;2
1128;11;3
1128;38;4
1128;37;5
1128;36;6
1128;39;7
1128;40;8
1128;21;9
1128;20;10
1128;19;11
1158;9;1
1158;10;2
1158;11;3
1158;39;4
1158;40;5
1158;21;6
1158;29;7
1158;28;8
1158;8;9
1158;7;10
1158;6;11
1158;5;12
1158;4;13
1158;3;14
1158;2;15
1158;18;16
1184;10;1
1184;9;2
1184;8;3
1184;7;4
1184;6;5
1184;5;6
1184;4;7
1184;3;8
1184;2;9
1184;18;10
1184;17;11
1184;16;12
1191;10;1
1191;9;2
1191;8;3
1191;7;4
1191;6;5
1191;5;6
1191;4;7
1191;19;8
1191;20;9
1191;21;10
1191;22;11
1191;23;12
1191;29;13
1199;10;1
1199;9;2
1199;8;3
1199;7;4
1199;6;5
1199;5;6
1199;4;7
1199;19;8
1199;20;9
1199;21;10
1199;30;11
1199;31;12
1199;32;13
1199;33;14
1199;40;15
1199;39;16
1205;10;1
1205;9;2
1205;8;3
1205;7;4
1205;6;5
1205;5;6
1205;4;7
1205;19;8
1205;20;9
1205;21;10
1205;40;11
1205;39;12
1205;11;13
1205;12;14
1205;13;15
1205;14;16
1205;38;17
1207;10;1
1207;9;2
1207;8;3
1207;7;4
1207;6;5
1207;5;6
1207;4;7
1207;19;8
1207;20;9
1207;21;10
1207;40;11
1207;39;12
1207;11;13
1207;12;14
1207;13;15
1207;14;16
1207;38;17
1207;37;18
1207;36;19
1212;10;1
1212;9;2
1212;8;3
1212;7;4
1212;6;5
1212;5;6
1212;4;7
1212;19;8
1212;20;9
1212;21;10
1212;41;11
1212;27;12
1212;26;13
1213;10;1
1213;9;2
1213;8;3
1213;7;4
1213;6;5
1213;5;6
1213;4;7
1213;19;8
1213;20;9
1213;21;10
1213;41;11
1213;27;12
1213;26;13
1213;25;14
1220;10;1
1220;9;2
1220;8;3
1220;27;4
1220;26;5
1220;28;6
1220;29;7
1220;21;8
1220;20;9
1220;19;10
1220;4;11
1220;3;12
1241;10;1
1241;9;2
1241;8;3
1241;28;4
1241;29;5
1241;21;6
1241;30;7
1241;31;8
1241;32;9
1241;33;10
1241;40;11
1241;39;12
1241;11;13
1241;12;14
1241;13;15
1251;10;1
1251;9;2
1251;8;3
1251;28;4
1251;29;5
1251;21;6
1251;41;7
1251;11;8
1251;12;9
1266;10;1
1266;11;2
1266;38;3
1266;37;4
1266;36;5
1266;39;6
1266;40;7
1266;21;8
1266;20;9
1266;19;10
1266;4;11
1266;3;12
1266;2;13
1278;10;1
1278;11;2
1278;39;3
1278;40;4
1278;21;5
1278;20;6
1278;19;7
1278;4;8
1278;5;9
1278;6;10
1278;7;11
1278;8;12
1278;28;13
1278;18;14
1280;10;1
1280;11;2
1280;39;3
1280;40;4
1280;21;5
1280;20;6
1280;19;7
1280;4;8
1280;5;9
1280;6;10
1280;7;11
1280;8;12
1280;28;13
1280;18;14
1280;17;15
1280;16;16
1284;10;1
1284;11;2
1284;39;3
1284;40;4
1284;21;5
1284;22;6
1284;23;7
1284;29;8
1290;10;1
1290;11;2
1290;39;3
1290;40;4
1290;21;5
1290;22;6
1290;23;7
1290;29;8
1290;28;9
1290;8;10
1290;7;11
1290;6;12
1290;5;13
1290;4;14
1317;11;1
1317;10;2
1317;9;3
1317;8;4
1317;7;5
1317;6;6
1317;5;7
1317;4;8
1317;3;9
1364;11;1
1364;10;2
1364;9;3
1364;8;4
1364;28;5
1364;29;6
1364;21;7
1364;22;8
1364;23;9
1364;30;10
1364;31;11
1364;32;12
1364;33;13
1370;11;1
1370;10;2
1370;9;3
1370;8;4
1370;28;5
1370;29;6
1370;21;7
1370;41;8
1370;12;9
1380;11;1
1380;38;2
1380;37;3
1380;36;4
1380;39;5
1380;40;6
1380;21;7
1393;11;1
1393;39;2
1393;40;3
1393;21;4
1393;20;5
1393;19;6
1393;4;7
1393;5;8
1393;6;9
1393;7;10
1393;8;11
1393;9;12
1393;27;13
1402;11;1
1402;39;2
1402;40;3
1402;21;4
1402;20;5
1402;19;6
1402;4;7
1402;18;8
1402;17;9
1402;22;10
1402;23;11
1407;11;1
1407;39;2
1407;40;3
1407;21;4
1407;22;5
1407;23;6
1407;29;7
1407;28;8
1407;8;9
1407;7;10
1410;11;1
1410;39;2
1410;40;3
1410;21;4
1410;22;5
1410;23;6
1410;29;7
1410;28;8
1410;8;9
1410;7;10
1410;6;11
1410;5;12
1410;4;13
1412;11;1
1412;39;2
1412;40;3
1412;21;4
1412;22;5
1412;23;6
1412;29;7
1412;28;8
1412;8;9
1412;7;10
1412;6;11
1412;5;12
1412;4;13
1412;3;14
1412;2;15
1418;11;1
1418;39;2
1418;40;3
1418;21;4
1418;29;5
1418;28;6
1418;8;7
1418;7;8
1418;6;9
1418;5;10
1418;4;11
1418;18;12
1418;17;13
1418;19;14
1418;20;15
1432;12;1
1432;11;2
1432;10;3
1448;12;1
1448;11;2
1448;10;3
1448;9;4
1448;8;5
1448;7;6
1448;6;7
1448;5;8
1448;4;9
1448;18;10
1448;17;11
1448;19;12
1448;20;13
1448;21;14
1448;22;15
1451;12;1
1451;11;2
1451;10;3
1451;9;4
1451;8;5
1451;7;6
1451;6;7
1451;5;8
1451;4;9
1451;19;10
1451;20;11
1451;21;12
1451;22;13
1451;23;14
1451;29;15
1463;12;1
1463;11;2
1463;10;3
1463;9;4
1463;8;5
1463;7;6
1463;6;7
1463;5;8
1463;4;9
1463;19;10
1463;20;11
1463;21;12
1463;41;13
1463;27;14
1463;26;15
1464;12;1
1464;11;2
1464;10;3
1464;9;4
1464;8;5
1464;7;6
1464;6;7
1464;5;8
1464;4;9
1464;19;10
1464;20;11
1464;21;12
1464;41;13
1464;27;14
1464;26;15
1464;25;16
1487;12;1
1487;11;2
1487;10;3
1487;9;4
1487;8;5
1487;28;6
1487;29;7
1487;21;8
1487;22;9
1487;23;10
1487;30;11
1487;31;12
1487;32;13
1487;33;14
1487;34;15
1488;12;1
1488;11;2
1488;10;3
1488;9;4
1488;8;5
1488;28;6
1488;29;7
1488;21;8
1488;30;9
1488;31;10
1488;32;11
1488;33;12
1488;40;13
1494;12;1
1494;11;2
1494;10;3
1494;9;4
1494;8;5
1494;28;6
1494;29;7
1494;21;8
1494;41;9
1494;38;10
1494;37;11
1494;36;12
1506;12;1
1506;11;2
1506;39;3
1506;40;4
1506;21;5
1506;20;6
1506;19;7
1506;4;8
1506;3;9
1506;2;10
1506;5;11
1506;6;12
1508;12;1
1508;11;2
1508;39;3
1508;40;4
1508;21;5
1508;20;6
1508;19;7
1508;4;8
1508;3;9
1508;2;10
1508;5;11
1508;6;12
1508;7;13
1508;8;14
1515;12;1
1515;11;2
1515;39;3
1515;40;4
1515;21;5
1515;20;6
1515;19;7
1515;4;8
1515;5;9
1515;6;10
1515;7;11
1515;8;12
1515;27;13
1515;26;14
1515;28;15
1515;29;16
1522;12;1
1522;11;2
1522;39;3
1522;40;4
1522;21;5
1522;22;6
1522;23;7
1522;29;8
1535;12;1
1535;11;2
1535;39;3
1535;40;4
1535;21;5
1535;29;6
1535;28;7
1535;8;8
1535;7;9
1535;6;10
1535;5;11
1535;4;12
1535;18;13
1535;17;14
1535;19;15
1536;12;1
1536;11;2
1536;39;3
1536;40;4
1536;21;5
1536;29;6
1536;28;7
1536;8;8
1536;7;9
1536;6;10
1536;5;11
1536;4;12
1536;18;13
1536;17;14
1536;19;15
1536;20;16
1546;12;1
1546;11;2
1546;39;3
1546;40;4
1546;21;5
1546;29;6
1546;28;7
1546;8;8
1546;27;9
1546;26;10
1546;30;11
1546;31;12
1546;32;13
1546;33;14
1546;34;15
1547;12;1
1547;11;2
1547;39;3
1547;40;4
1547;21;5
1547;30;6
1547;31;7
1547;32;8
1547;33;9
1547;41;10
1552;13;1
1552;12;2
1556;13;1
1556;12;2
1556;11;3
1556;10;4
1556;9;5
1556;8;6
1562;13;1
1562;12;2
1562;11;3
1562;10;4
1562;9;5
1562;8;6
1562;7;7
1562;6;8
1562;5;9
1562;4;10
1562;3;11
1562;2;12
1569;13;1
1569;12;2
1569;11;3
1569;10;4
1569;9;5
1569;8;6
1569;7;7
1569;6;8
1569;5;9
1569;4;10
1569;18;11
1569;17;12
1569;19;13
1569;20;14
1569;21;15
1578;13;1
1578;12;2
1578;11;3
1578;10;4
1578;9;5
1578;8;6
1578;7;7
1578;6;8
1578;5;9
1578;4;10
1578;19;11
1578;20;12
1578;21;13
1578;29;14
1578;30;15
1578;31;16
1578;32;17
1578;33;18
1630;13;1
1630;12;2
1630;11;3
1630;39;4
1630;40;5
1630;21;6
1630;20;7
1630;19;8
1630;4;9
1630;3;10
1630;2;11
1630;5;12
1630;6;13
1630;7;14
1630;8;15
1646;13;1
1646;12;2
1646;11;3
1646;39;4
1646;40;5
1646;21;6
1646;22;7
1646;23;8
1646;29;9
1646;28;10
1646;8;11
1666;13;1
1666;12;2
1666;11;3
1666;39;4
1666;40;5
1666;21;6
1666;29;7
1666;28;8
1666;8;9
1666;27;10
1666;26;11
1666;30;12
1666;31;13
1666;32;14
1669;13;1
1669;12;2
1669;11;3
1669;39;4
1669;40;5
1669;21;6
1669;30;7
1669;31;8
1669;32;9
1669;33;10
1669;41;11
1670;13;1
1670;12;2
1670;11;3
1670;39;4
1670;40;5
1670;21;6
1670;30;7
1670;31;8
1670;32;9
1670;33;10
1670;41;11
1670;42;12
1676;14;1
1676;13;2
1676;12;3
1676;11;4
1676;10;5
1677;14;1
1677;13;2
1677;12;3
1677;11;4
1677;10;5
1677;9;6
1690;14;1
1690;13;2
1690;12;3
1690;11;4
1690;10;5
1690;9;6
1690;8;7
1690;7;8
1690;6;9
1690;5;10
1690;4;11
1690;18;12
1690;17;13
1690;19;14
1690;20;15
1697;14;1
1697;13;2
1697;12;3
1697;11;4
1697;10;5
1697;9;6
1697;8;7
1697;7;8
1697;6;9
